id,host_id,neighbourhood_cleansed,latitude,longitude,host_since,price,price_category,price_per_person,room_type,property_type,accommodates,host_total_listings_count,host_professional,host_scope,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_is_superhost,estimated_revenue_l365d,estimated_occupancy_l365d
941911,5093268,Alcúdia,39.83005,3.11746,2013-02-15,180.0,Mid-range,45.0,Entire home/apt,Entire condo,4,1.0,False,Local,474,4.7,4.73,4.73,4.86,4.78,4.82,4.62,5.59,f,45900.0,255
946779,5130635,Pollença,39.89040256312212,3.0768357749306854,2013-02-18,232.0,Premium,38.666666666666664,Entire home/apt,Entire rental unit,6,2.0,False,Mixed,19,4.78,4.79,4.84,4.95,4.95,4.68,4.74,0.13,f,27840.0,120
948476,4998200,Manacor,39.52634,3.14116,2013-02-07,380.0,Premium,47.5,Entire home/apt,Entire cottage,8,2.0,False,Local,26,4.77,4.85,4.92,5.0,5.0,4.62,4.65,0.21,t,10640.0,28
948643,5143382,Felanitx,39.4474,3.12622,2013-02-19,238.0,Premium,39.666666666666664,Entire home/apt,Entire cottage,6,2.0,False,Local,13,4.92,4.92,5.0,5.0,5.0,4.77,4.77,0.1,f,3808.0,16
948942,4438413,Santa Margalida,39.73774,3.21903,2012-12-18,280.0,Premium,56.0,Entire home/apt,Entire condo,5,5.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.02,f,0.0,0
950619,5157151,Campos,39.346,3.01658,2013-02-20,270.0,Premium,33.75,Entire home/apt,Entire villa,8,5.0,True,Global,14,4.21,4.21,4.29,4.36,4.36,4.43,4.36,0.1,f,1620.0,6
951228,5070073,Santanyí,39.30879,3.11486,2013-02-13,100.0,Budget,33.333333333333336,Private room,Private room in hostel,3,14.0,True,Global,2,4.5,4.5,4.5,4.5,4.5,5.0,5.0,0.01,f,1200.0,12
951231,5070073,Porreres,39.46714,3.00805,2013-02-13,100.0,Budget,50.0,Private room,Private room in hostel,2,14.0,True,Global,2,3.5,3.5,4.5,5.0,5.0,4.5,4.0,0.01,f,0.0,0
951245,5070073,Palma de Mallorca,39.58665,2.74434,2013-02-13,100.0,Budget,50.0,Private room,Private room in hostel,2,14.0,True,Global,6,3.83,3.8,3.2,4.4,3.8,4.6,2.8,0.04,f,0.0,0
952406,5169843,Santanyí,39.3900914,3.1693256,2013-02-21,155.0,Mid-range,77.5,Entire home/apt,Entire home,2,2.0,False,Local,23,4.57,4.91,4.7,4.68,4.91,4.77,4.05,0.19,f,4650.0,30
954437,5183252,Manacor,39.52205,3.31409,2013-02-22,290.0,Premium,48.333333333333336,Entire home/apt,Entire townhouse,6,2.0,False,Mixed,37,4.54,4.68,4.38,4.78,4.76,4.7,4.41,0.43,f,20300.0,70
957667,5208751,Montuïri,39.56591,2.98106,2013-02-24,120.0,Mid-range,24.0,Entire home/apt,Entire home,5,46.0,True,Global,106,4.74,4.81,4.58,4.89,4.89,4.72,4.6,0.7,f,30600.0,255
961391,5182659,Alaró,39.70665,2.79004,2013-02-22,93.0,Budget,46.5,Private room,Private room in bed and breakfast,2,14.0,True,Global,25,4.64,4.76,4.68,4.76,4.68,4.8,4.72,0.22,f,6138.0,66
961393,5182659,Alaró,39.70656,2.78923,2013-02-22,82.0,Budget,41.0,Private room,Private room in bed and breakfast,2,14.0,True,Global,21,4.71,4.86,4.86,4.9,4.62,4.9,4.48,0.4,f,2952.0,36
961397,5182659,Alaró,39.70662,2.79085,2013-02-22,93.0,Budget,46.5,Private room,Private room in bed and breakfast,2,14.0,True,Global,13,4.77,4.62,4.92,4.69,4.54,4.92,4.62,0.26,f,1674.0,18
961665,5223210,Felanitx,39.42713,3.26599,2013-02-25,133.0,Mid-range,33.25,Entire home/apt,Entire home,4,3.0,False,Mixed,313,4.89,4.88,4.94,4.98,4.98,4.85,4.84,2.08,t,33915.0,255
967054,5275866,Montuïri,39.58593,2.98027,2013-03-01,750.0,Luxury,62.5,Entire home/apt,Entire villa,12,42.0,True,Global,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,t,0.0,0
968110,5282757,Santanyí,39.37164,3.22799,2013-03-01,435.0,Luxury,29.0,Entire home/apt,Entire chalet,15,6.0,True,Mixed,68,4.76,4.85,4.9,4.88,4.87,4.75,4.57,0.61,f,52200.0,120
969046,5290700,Llucmajor,39.48361,2.89695,2013-03-02,160.0,Mid-range,80.0,Entire home/apt,Entire home,2,1.0,False,Local,71,4.86,4.97,4.99,4.91,4.96,4.59,4.77,0.47,f,19200.0,120
979765,5362820,Felanitx,39.42689,3.26546,2013-03-07,220.0,Premium,36.666666666666664,Entire home/apt,Entire home,6,16.0,True,Mixed,32,4.94,5.0,5.0,4.97,5.0,4.94,4.84,0.22,,10560.0,48
979876,5084217,Escorca,39.83875,2.78175,2013-02-14,160.0,Mid-range,26.666666666666668,Entire home/apt,Entire home,6,4.0,True,Global,79,4.78,4.74,4.86,4.86,4.7,4.79,4.71,0.53,t,14400.0,90
982174,5344600,Manacor,39.56089,3.37291,2013-03-06,100.0,Budget,25.0,Entire home/apt,Entire rental unit,4,8.0,True,Global,24,4.83,4.88,4.75,4.88,4.88,4.88,4.71,0.25,f,0.0,0
986300,5412348,Campos,39.36246,2.94787,2013-03-11,185.0,Mid-range,30.833333333333332,Entire home/apt,Entire home,6,1.0,False,Local,20,4.95,5.0,4.85,5.0,4.95,4.8,4.8,0.14,f,2220.0,12
986832,2250502,Pollença,39.87557,3.01366,2012-04-29,139.0,Mid-range,34.75,Entire home/apt,Entire townhouse,4,61.0,True,Global,60,4.37,4.68,4.61,4.86,4.61,4.77,4.39,0.4,f,1668.0,12
986986,5386823,Porreres,39.52871,3.04157,2013-03-09,200.0,Mid-range,33.333333333333336,Entire home/apt,Entire home,6,1.0,False,Local,94,4.99,4.95,4.96,4.98,4.98,4.85,4.94,0.63,t,28000.0,140
988589,5426994,Llucmajor,39.44962,2.75306,2013-03-12,213.0,Premium,42.6,Entire home/apt,Entire home,5,1.0,False,Local,122,4.54,4.67,4.14,4.8,4.84,4.57,4.39,0.81,f,35784.0,168
988596,5427067,Campos,39.43861,3.03992,2013-03-12,220.0,Premium,36.666666666666664,Entire home/apt,Entire villa,6,15.0,True,Local,12,4.75,4.75,4.58,4.92,5.0,4.42,4.75,0.15,f,2200.0,10
989414,5431599,Mancor de la Vall,39.75207,2.87012,2013-03-12,280.0,Premium,35.0,Entire home/apt,Entire home,8,2.0,False,Mixed,69,4.93,4.9,4.91,4.93,4.91,4.72,4.7,0.47,f,15680.0,56
993333,5456985,Alcúdia,39.84386,3.13864,2013-03-14,303.0,Premium,60.6,Entire home/apt,Entire rental unit,5,42.0,True,Global,78,4.67,4.74,4.59,4.65,4.66,4.69,4.6,0.53,t,27270.0,90
993553,5456985,Lloseta,39.72135,2.87218,2013-03-14,255.0,Premium,51.0,Entire home/apt,Entire cottage,5,42.0,True,Global,4,4.5,5.0,4.75,4.25,4.5,4.25,4.5,0.1,t,2040.0,8
995932,5427067,Campos,39.40761,3.06833,2013-03-12,220.0,Premium,36.666666666666664,Entire home/apt,Entire villa,6,15.0,True,Local,11,4.55,4.55,4.55,4.45,4.64,4.18,4.27,0.09,f,2200.0,10
999380,5427067,Campos,39.41322,3.0657,2013-03-12,250.0,Premium,31.25,Entire home/apt,Entire villa,8,15.0,True,Local,4,4.75,4.75,5.0,4.5,4.5,5.0,5.0,0.05,f,0.0,0
999519,5427067,Campos,39.41475,3.06406,2013-03-12,250.0,Premium,31.25,Entire home/apt,Entire villa,8,15.0,True,Local,6,4.83,5.0,4.83,4.5,5.0,4.67,4.67,0.08,f,0.0,0
1000614,5501467,Campos,39.36632,2.94607,2013-03-17,250.0,Premium,25.0,Entire home/apt,Entire home,10,1.0,False,Local,66,4.8,4.61,4.59,4.8,4.73,4.73,4.67,0.49,f,42500.0,170
1005883,4331313,Marratxí,39.61986,2.75167,2012-12-05,45.0,Budget,45.0,Private room,Private room in townhouse,1,2.0,False,Mixed,0,,,,,,,,,f,0.0,0
1008571,5547036,Ses Salines,39.31334,2.99532,2013-03-20,210.0,Premium,35.0,Entire home/apt,Entire home,6,1.0,False,Local,146,4.95,4.95,4.97,4.99,4.97,4.92,4.86,1.01,t,44100.0,210
1009951,5556465,Calvià,39.54926,2.58518,2013-03-21,995.0,Luxury,124.375,Entire home/apt,Entire villa,8,1.0,False,Local,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,f,0.0,0
1010493,5558099,Petra,39.59584,3.12531,2013-03-21,372.0,Premium,46.5,Entire home/apt,Entire home,8,97.0,True,Mixed,17,4.71,4.71,4.71,4.59,4.63,4.29,4.71,0.15,f,11160.0,30
1015659,4511174,Sa Pobla,39.77151,3.02072,2012-12-28,21.0,Budget,21.0,Private room,Private room in home,1,4.0,True,Local,148,4.55,4.72,4.72,4.77,4.82,4.46,4.69,1.0,t,630.0,30
1015774,4511174,Sa Pobla,39.772,3.02079,2012-12-28,30.0,Budget,15.0,Private room,Private room in home,2,4.0,True,Local,50,4.6,4.67,4.74,4.86,4.82,4.2,4.59,0.33,t,0.0,0
1015869,4511174,Sa Pobla,39.77123,3.02082,2012-12-28,115.0,Mid-range,23.0,Entire home/apt,Entire home,5,4.0,True,Local,77,4.77,4.92,4.55,4.97,4.96,4.32,4.64,0.52,t,12650.0,110
1020820,2688526,Pollença,39.88711,3.04697,2012-06-20,510.0,Luxury,63.75,Entire home/apt,Entire villa,8,2.0,False,Mixed,5,5.0,5.0,5.0,5.0,5.0,4.8,4.8,0.08,f,0.0,0
1021402,5622013,Banyalbufar,39.69874,2.55674,2013-03-25,172.0,Mid-range,43.0,Entire home/apt,Entire rental unit,4,4.0,True,Global,157,4.68,4.69,4.56,4.84,4.72,4.62,4.47,1.04,t,25800.0,150
1026087,5649349,Felanitx,39.40731,3.25863,2013-03-27,110.0,Mid-range,55.0,Entire home/apt,Entire serviced apartment,2,15.0,True,Mixed,108,4.65,4.72,4.33,4.81,4.73,4.9,4.71,1.2,t,9900.0,90
1031351,5282757,Alcúdia,39.81628,3.11052,2013-03-01,261.0,Premium,37.285714285714285,Entire home/apt,Entire home,7,6.0,True,Mixed,77,4.77,4.83,4.86,4.79,4.87,4.57,4.65,0.52,f,10440.0,40
1038006,5714304,Campos,39.411,3.0341,2013-04-01,190.0,Mid-range,47.5,Entire home/apt,Entire chalet,4,2.0,False,Mixed,89,4.8,4.88,4.8,4.92,4.98,4.71,4.75,0.6,t,6840.0,36
1040457,5728777,Pollença,39.89435,3.07344,2013-04-02,143.0,Mid-range,23.833333333333332,Entire home/apt,Entire condo,6,3.0,False,Mixed,63,4.78,4.89,4.92,4.98,4.95,4.76,4.85,0.43,t,10010.0,70
1043976,5372413,Llucmajor,39.35548782348633,2.914268016815185,2013-03-08,119.0,Mid-range,59.5,Private room,Private room in home,2,17.0,True,Mixed,8,5.0,5.0,5.0,4.88,4.75,4.75,4.88,0.06,f,6664.0,56
1043986,5372413,Llucmajor,39.35584259033203,2.914613008499145,2013-03-08,169.0,Mid-range,56.333333333333336,Private room,Private room in home,3,17.0,True,Mixed,12,4.82,4.83,4.25,4.75,4.83,4.91,4.17,0.09,f,0.0,0
1046018,5758440,Algaida,39.55638,2.84871,2013-04-03,579.0,Luxury,57.9,Entire home/apt,Entire villa,10,2.0,False,Mixed,67,4.94,4.92,4.92,4.91,4.94,4.76,4.81,0.54,f,27792.0,48
1047216,5765383,Santa Margalida,39.76418,3.16137,2013-04-04,154.0,Mid-range,38.5,Entire home/apt,Entire townhouse,4,4.0,True,Mixed,144,4.91,4.9,4.92,4.97,4.97,4.83,4.81,1.01,t,18480.0,120
1058311,5828077,Palma de Mallorca,39.55663,2.61078,2013-04-08,77.0,Budget,38.5,Entire home/apt,Entire rental unit,2,3.0,False,Mixed,0,,,,,,,,,f,0.0,0
1058597,5823409,Pollença,39.86549,3.01308,2013-04-08,161.0,Mid-range,40.25,Entire home/apt,Entire home,4,1.0,False,Local,15,4.67,4.53,4.79,4.79,4.79,4.64,4.43,0.1,f,9660.0,60
1062923,5850657,Son Servera,39.61846,3.35909,2013-04-09,231.0,Premium,38.5,Entire home/apt,Entire home,6,1.0,False,Local,184,4.83,4.85,4.84,4.87,4.79,4.63,4.77,1.22,t,33264.0,144
1075546,3664725,Santa Margalida,39.77092,3.1466,2012-09-24,49.0,Budget,16.333333333333332,Entire home/apt,Entire rental unit,3,2.0,False,Local,83,4.57,4.74,4.72,4.86,4.84,4.71,4.47,0.6,f,2058.0,42
1080054,5941024,Alcúdia,39.81656,3.10839,2013-04-15,216.0,Premium,36.0,Entire home/apt,Entire home,6,1.0,False,Local,74,4.76,4.92,4.77,5.0,4.96,4.64,4.69,0.51,t,27216.0,126
1083376,5859471,Pollença,39.90094,3.07136,2013-04-10,482.0,Luxury,60.25,Entire home/apt,Entire home,8,27.0,True,Mixed,21,4.9,5.0,4.9,5.0,4.95,5.0,4.67,0.18,t,11568.0,24
1119356,8130624,Manacor,39.55515,3.3522,2013-08-13,185.0,Mid-range,23.125,Entire home/apt,Entire cottage,8,86.0,True,Global,25,4.84,4.84,4.64,5.0,5.0,4.68,4.84,0.17,t,12950.0,70
1119707,6144270,Palma de Mallorca,39.60966,2.67368,2013-04-29,322.0,Premium,32.2,Entire home/apt,Entire home,10,1.0,False,Local,115,4.77,4.81,4.81,4.8,4.86,4.3,4.76,0.9,t,32844.0,102
1125865,3533438,Santa Margalida,39.72089,3.14971,2012-09-11,189.0,Mid-range,31.5,Entire home/apt,Entire villa,6,97.0,True,Global,93,4.87,4.78,4.83,4.89,4.89,4.62,4.68,0.67,t,9072.0,48
1129316,3533438,Campanet,39.81465,2.98555,2012-09-11,212.0,Premium,26.5,Entire home/apt,Entire villa,8,97.0,True,Global,68,4.82,4.88,4.9,4.78,4.78,4.66,4.66,0.46,t,10176.0,48
1129508,6196311,Alcúdia,39.81676,3.11231,2013-05-02,485.0,Luxury,80.83333333333333,Entire home/apt,Entire chalet,6,2.0,False,Mixed,49,4.78,4.82,4.9,4.94,4.94,4.8,4.82,0.33,f,14550.0,30
1133489,6218266,Sant Llorenç des Cardassar,39.57115,3.37028,2013-05-04,195.0,Mid-range,32.5,Entire home/apt,Entire home,6,3.0,False,Local,82,4.8,4.88,4.93,4.9,4.87,4.57,4.77,0.55,f,7800.0,40
1134030,6195464,Felanitx,39.4983,3.13826,2013-05-02,304.0,Premium,60.8,Entire home/apt,Entire cottage,5,2.0,False,Local,3,5.0,4.33,5.0,5.0,4.67,5.0,4.33,0.04,f,0.0,0
1135241,6195464,Manacor,39.53858,3.14788,2013-05-02,235.0,Premium,58.75,Entire home/apt,Entire cottage,4,2.0,False,Local,0,,,,,,,,,f,0.0,0
1137900,6242022,Campanet,39.81779,2.98957,2013-05-05,140.0,Mid-range,35.0,Entire home/apt,Entire home,4,1.0,False,Local,198,4.88,4.9,4.9,4.97,4.97,4.84,4.77,1.35,t,35280.0,252
1140090,6252715,Ses Salines,39.31906,2.9945,2013-05-06,79.0,Budget,39.5,Entire home/apt,Entire rental unit,2,2.0,False,Mixed,313,4.82,4.88,4.76,4.96,4.94,4.7,4.71,2.28,t,20145.0,255
1143297,6269066,Manacor,39.53442627102138,3.229848160277426,2013-05-07,397.0,Premium,66.16666666666667,Entire home/apt,Entire villa,6,1.0,False,Local,19,5.0,4.95,4.95,5.0,5.0,4.95,4.84,0.17,f,7146.0,18
1143827,5262251,Fornalutx,39.78123376326591,2.741411080683111,2013-02-28,570.0,Luxury,71.25,Entire home/apt,Entire home,8,2.0,False,Mixed,49,4.98,5.0,4.92,4.92,5.0,4.88,4.82,0.43,f,23940.0,42
1144702,6111934,Pollença,39.85673,3.02595,2013-04-27,677.0,Luxury,67.7,Entire home/apt,Entire home,10,4.0,True,Mixed,31,4.9,4.9,4.87,4.97,4.97,4.94,4.81,0.23,f,28434.0,42
1147861,2694897,Palma de Mallorca,39.57197,2.65196,2012-06-20,180.0,Mid-range,60.0,Entire home/apt,Entire rental unit,3,5.0,True,Local,677,4.72,4.87,4.77,4.88,4.92,4.92,4.69,4.53,t,45900.0,255
1156866,6339384,Palma de Mallorca,39.56994,2.65377,2013-05-11,272.0,Premium,136.0,Entire home/apt,Entire rental unit,2,1.0,False,Local,240,4.89,4.91,4.91,4.93,4.97,4.89,4.84,1.61,f,0.0,0
1162753,6368866,Llucmajor,39.36506,2.84152,2013-05-13,263.0,Premium,32.875,Entire home/apt,Entire home,8,2.0,False,Local,78,4.72,4.83,4.56,4.88,4.9,4.72,4.69,0.64,t,13150.0,50
1176747,6438636,Andratx,39.54363,2.38827,2013-05-17,543.0,Luxury,90.5,Entire home/apt,Entire home,6,2.0,False,Local,20,4.95,4.95,4.85,5.0,5.0,4.95,5.0,0.14,t,21720.0,40
1178953,6360713,Palma de Mallorca,39.5336,2.72309,2013-05-13,492.0,Luxury,123.0,Entire home/apt,Entire rental unit,4,4.0,True,Mixed,99,4.94,4.93,4.95,4.91,4.96,4.83,4.82,0.67,t,59040.0,120
1179067,6360713,Palma de Mallorca,39.53352,2.72341,2013-05-13,414.0,Luxury,207.0,Entire home/apt,Entire serviced apartment,2,4.0,True,Mixed,66,4.92,4.95,4.92,4.91,4.91,4.89,4.77,0.73,t,22356.0,54
1179833,10433779,Palma de Mallorca,39.56213,2.81879,2013-12-04,1000.0,Luxury,83.33333333333333,Entire home/apt,Entire villa,12,1.0,False,Local,29,4.79,4.79,4.86,4.82,4.89,4.71,4.64,0.21,f,40000.0,40
1181172,6408943,Santanyí,39.3314,3.16836,2013-05-15,421.0,Luxury,84.2,Entire home/apt,Entire chalet,5,2.0,False,Local,118,4.86,4.84,4.89,4.96,4.95,4.91,4.66,0.8,f,53046.0,126
1185288,5069614,Sant Llorenç des Cardassar,39.58687,3.38638,2013-02-13,292.0,Premium,48.666666666666664,Entire home/apt,Entire rental unit,6,5.0,True,Global,141,4.84,4.87,4.57,4.87,4.9,4.93,4.81,2.74,t,47304.0,162
1214776,5427067,Campos,39.44512,3.06343,2013-03-12,155.0,Mid-range,51.666666666666664,Entire home/apt,Entire villa,3,15.0,True,Local,2,5.0,5.0,5.0,5.0,5.0,4.0,4.5,0.18,f,3100.0,20
1232703,5143382,Felanitx,39.42703,3.26384,2013-02-19,155.0,Mid-range,31.0,Entire home/apt,Entire rental unit,5,2.0,False,Local,68,4.91,4.91,4.93,4.93,4.84,4.82,4.84,0.46,f,3720.0,24
1238088,6749436,Capdepera,39.70642,3.40293,2013-06-05,653.0,Luxury,54.416666666666664,Entire home/apt,Entire home,12,3.0,False,Mixed,22,4.73,4.73,4.82,4.77,4.86,4.91,4.64,0.18,t,13060.0,20
1242995,6774924,Fornalutx,39.78254,2.74099,2013-06-06,110.0,Mid-range,55.0,Entire home/apt,Entire rental unit,2,4.0,True,Mixed,89,4.81,4.85,4.8,4.9,4.94,4.94,4.69,0.6,t,6160.0,56
1243256,6776331,Sant Llorenç des Cardassar,39.61745,3.30863,2013-06-06,190.0,Mid-range,31.666666666666668,Entire home/apt,Entire villa,6,1.0,False,Local,106,4.97,4.95,4.91,4.99,4.98,4.89,4.74,0.73,t,7600.0,40
1254553,6816830,Consell,39.6664,2.81017,2013-06-09,75.0,Budget,37.5,Private room,Private room in guesthouse,2,3.0,False,Mixed,129,4.85,4.84,4.95,4.87,4.93,4.63,4.82,0.87,t,11700.0,156
1255347,6836872,Santa Margalida,39.6997,3.11606,2013-06-10,150.0,Mid-range,18.75,Entire home/apt,Entire home,8,3.0,False,Mixed,52,4.94,4.94,4.92,4.96,4.94,4.79,4.88,0.36,f,1800.0,12
1257669,6816830,Consell,39.66655,2.80908,2013-06-09,75.0,Budget,18.75,Private room,Private room in guest suite,4,3.0,False,Mixed,65,4.89,4.8,4.97,4.92,4.95,4.63,4.85,0.66,t,13950.0,186
1269740,1432397,Palma de Mallorca,39.52354,2.74163,2011-11-22,380.0,Premium,76.0,Entire home/apt,Entire chalet,5,7.0,True,Mixed,48,4.48,4.38,4.4,4.56,4.46,4.63,4.21,0.32,f,48640.0,128
1270064,6908407,Puigpunyent,39.61178,2.50711,2013-06-14,501.0,Luxury,50.1,Entire home/apt,Entire home,10,1.0,False,Local,190,4.87,4.81,4.78,4.91,4.93,4.79,4.76,1.35,f,36072.0,72
1270370,3193442,Campos,39.35548,3.04154,2012-08-08,179.0,Mid-range,89.5,Entire home/apt,Entire cottage,2,2.0,False,Local,21,4.95,4.9,4.9,5.0,5.0,4.81,4.95,0.14,t,10740.0,60
1287132,7000205,Santa Margalida,39.73500236970589,3.226696439087391,2013-06-19,120.0,Mid-range,30.0,Entire home/apt,Entire chalet,4,1.0,False,Local,107,4.88,4.93,4.86,4.97,4.93,4.7,4.67,0.73,t,21840.0,182
1294037,7035961,Campanet,39.76878,2.96794,2013-06-21,198.0,Mid-range,22.0,Entire home/apt,Entire cottage,9,1.0,False,Local,56,4.93,4.89,4.87,4.78,4.88,4.65,4.8,0.41,t,11088.0,56
1324965,7191622,Palma de Mallorca,39.55508,2.61202,2013-06-30,60.0,Budget,30.0,Entire home/apt,Tiny home,2,2.0,False,Mixed,37,4.28,4.39,4.31,4.8,4.66,4.17,4.18,0.25,f,0.0,0
1339499,7242631,Artà,39.69472,3.35022,2013-07-02,300.0,Premium,37.5,Entire home/apt,Entire home,8,1.0,False,Local,91,4.91,4.93,4.88,4.9,4.92,4.89,4.75,0.62,t,45000.0,150
1351056,6007224,Inca,39.7278,2.95093,2013-04-20,225.0,Premium,37.5,Entire home/apt,Entire chalet,6,3.0,False,Mixed,111,4.9,4.92,4.92,4.91,4.92,4.82,4.79,0.75,t,40950.0,182
1358126,111141,Felanitx,39.38091,3.24553,2010-04-20,235.0,Premium,47.0,Entire home/apt,Entire townhouse,5,9.0,True,Global,167,4.59,4.71,4.62,4.85,4.85,4.62,4.44,1.14,t,37600.0,160
1358913,7275347,Bunyola,39.69611,2.6983,2013-07-04,125.0,Mid-range,31.25,Private room,Private room in townhouse,4,2.0,False,Mixed,133,4.7,4.84,4.93,4.86,4.71,4.64,4.73,0.9,t,20000.0,160
1362331,2823164,Palma de Mallorca,39.55282,2.61074,2012-07-03,390.0,Premium,97.5,Entire home/apt,Entire home,4,1.0,False,Local,191,4.84,4.89,4.76,4.99,4.98,4.72,4.73,1.38,t,46800.0,120
1373074,6755413,Campos,39.36277,2.97634,2013-06-05,262.0,Premium,43.666666666666664,Entire home/apt,Entire cottage,6,1.0,False,Local,17,4.56,4.94,4.82,4.94,4.88,4.94,4.65,0.12,f,0.0,0
1375496,6007224,Artà,39.73663,3.28353,2013-04-20,100.0,Budget,33.333333333333336,Entire home/apt,Entire rental unit,3,3.0,False,Mixed,28,4.54,4.61,4.61,4.75,4.86,4.71,4.39,0.21,t,2800.0,28
1445654,7761060,Pollença,39.8859,3.01306,2013-07-27,381.0,Premium,54.42857142857143,Entire home/apt,Entire villa,7,4.0,True,Global,46,4.74,4.91,4.85,4.87,4.8,4.91,4.52,0.38,f,16002.0,42
1453569,7796972,Santa Margalida,39.76156,3.16469,2013-07-29,108.0,Mid-range,54.0,Entire home/apt,Entire rental unit,2,3.0,False,Local,125,4.94,4.91,4.88,4.95,4.99,4.88,4.81,1.12,t,9072.0,84
1453802,6219005,Binissalem,39.69518,2.8607,2013-05-04,230.0,Premium,57.5,Entire home/apt,Entire home,4,1.0,False,Local,195,4.9,4.94,4.9,4.95,4.96,4.68,4.78,1.32,t,23920.0,104
1454640,7758542,Sencelles,39.64935,2.90252,2013-07-27,112.0,Mid-range,56.0,Entire home/apt,Entire rental unit,2,9.0,True,Mixed,69,4.84,4.91,4.88,4.96,4.88,4.66,4.75,0.47,t,6272.0,56
1457807,7758542,Sencelles,39.64898,2.90163,2013-07-27,97.0,Budget,48.5,Entire home/apt,Entire rental unit,2,9.0,True,Mixed,66,4.89,4.85,4.83,4.92,4.82,4.77,4.86,0.45,t,8148.0,84
1466101,5558099,Costitx,39.67382,2.94967,2013-03-21,574.0,Luxury,47.833333333333336,Entire home/apt,Entire home,12,97.0,True,Mixed,3,4.67,4.33,5.0,4.33,4.33,4.67,4.33,0.02,f,0.0,0
1467257,7798303,Selva,39.76851,2.91654,2013-07-29,224.0,Premium,28.0,Entire home/apt,Entire cottage,8,2.0,False,Mixed,87,4.87,4.91,4.8,4.91,4.92,4.9,4.9,0.64,t,17920.0,80
1470422,5558099,Alcúdia,39.86306,3.14489,2013-03-21,448.0,Luxury,64.0,Entire home/apt,Entire home,7,97.0,True,Mixed,18,4.22,4.44,4.28,4.56,4.28,4.78,4.06,0.16,f,8960.0,20
1470557,4091354,Andratx,39.5836,2.34966,2012-11-08,160.0,Mid-range,40.0,Entire home/apt,Entire rental unit,4,2.0,False,Mixed,138,4.87,4.91,4.91,4.96,4.97,4.91,4.74,0.94,t,22400.0,140
1474793,5558099,Selva,39.78025,2.93692,2013-03-21,290.0,Premium,48.333333333333336,Entire home/apt,Entire home,6,97.0,True,Mixed,1,5.0,5.0,4.0,5.0,5.0,3.0,5.0,0.01,f,0.0,0
1477089,5427067,Campos,39.44097,3.06863,2013-03-12,150.0,Mid-range,25.0,Entire home/apt,Entire villa,6,15.0,True,Local,12,4.83,5.0,4.92,5.0,5.0,4.17,4.83,0.23,f,4500.0,30
1491229,7973119,Santanyí,39.36935,3.2226,2013-08-06,219.0,Premium,54.75,Entire home/apt,Entire rental unit,4,3.0,False,Local,29,4.76,4.93,4.76,4.97,4.86,4.93,4.76,0.26,t,1314.0,6
1495470,5275866,Montuïri,39.586693,2.994996,2013-03-01,129.0,Mid-range,32.25,Entire home/apt,Farm stay,4,42.0,True,Global,27,4.74,4.63,4.56,4.81,4.78,4.63,4.67,0.24,t,14448.0,112
1496076,7994722,Llucmajor,39.36689,2.83672,2013-08-07,155.0,Mid-range,38.75,Entire home/apt,Entire condo,4,2.0,False,Mixed,9,4.78,5.0,4.44,5.0,5.0,4.67,4.56,0.07,f,930.0,6
1501761,5558099,Petra,39.60457,3.09663,2013-03-21,384.0,Premium,48.0,Entire home/apt,Entire home,8,97.0,True,Mixed,19,4.53,4.53,4.58,4.37,4.37,3.79,4.32,0.14,f,7680.0,20
1502273,5558099,Santa Margalida,39.73819,3.22239,2013-03-21,594.0,Luxury,74.25,Entire home/apt,Entire home,8,97.0,True,Mixed,2,5.0,5.0,5.0,5.0,5.0,3.0,4.0,0.02,f,0.0,0
1502442,5558099,Alcúdia,39.83019,3.08531,2013-03-21,617.0,Luxury,61.7,Entire home/apt,Entire home,10,97.0,True,Mixed,6,5.0,5.0,5.0,4.83,4.5,4.67,5.0,0.05,f,0.0,0
1509283,8060788,Sóller,39.765337,2.714351,2013-08-10,194.0,Mid-range,48.5,Entire home/apt,Entire townhouse,4,3.0,False,Mixed,420,4.91,4.92,4.95,4.93,4.96,4.94,4.84,2.87,t,44232.0,228
1520520,8115772,Capdepera,39.69664,3.44502,2013-08-12,160.0,Mid-range,80.0,Entire home/apt,Entire cottage,2,1.0,False,Local,61,4.89,4.9,4.92,4.95,4.97,4.84,4.82,1.15,t,10560.0,66
1522711,5558099,Inca,39.71606,2.94462,2013-03-21,344.0,Premium,43.0,Entire home/apt,Entire home,8,97.0,True,Mixed,5,4.4,5.0,4.6,5.0,4.8,4.8,4.6,0.04,f,0.0,0
1528872,8130624,Sant Llorenç des Cardassar,39.61133,3.28719,2013-08-13,190.0,Mid-range,31.666666666666668,Entire home/apt,Entire rental unit,6,86.0,True,Global,0,,,,,,,,,t,0.0,0
1535910,8190927,Llucmajor,39.51761,2.9431,2013-08-16,950.0,Luxury,79.16666666666667,Entire home/apt,Entire cottage,12,2.0,False,Local,66,4.85,4.88,4.74,4.97,5.0,4.8,4.8,0.46,t,93100.0,98
